Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,Distances,SASA,Change in SASA,MSA_depth_inhibitors,MSA_depth_peptidase
a1_aspartic_peptidase,BSA,0.0,0.0,0.1568,0.5656,0.23879999999999998,84.3288,21.897442,4.5336875955761275,50.820396766910974,6377.0,48585.0
a1_aspartic_peptidase,M36_102,0.1776,4397.4,0.5332,0.8032,0.587,86.7372,10.1942754,3.846186464644422,43.113848947925376,12.0,48585.0
a1_aspartic_peptidase,M36_109,0.207,3765.8,0.5646,0.807,0.613,87.4538,9.137429000000001,3.045940903675862,34.143491802217945,4.0,48585.0
a1_aspartic_peptidase,M36_129,0.21400000000000002,3880.6,0.5731999999999999,0.8078000000000001,0.6202,87.51700000000001,9.1848155,2.6695026061121987,29.923804574736003,15.0,48585.0
a1_aspartic_peptidase,M36_139,0.2278,3833.0,0.5702,0.8082,0.6178,87.9384,8.481654899999999,1.0499355583291874,11.769258584566611,5.0,48585.0
a1_aspartic_peptidase,M36_15,0.1774,3660.0,0.5334000000000001,0.7966,0.586,85.9726,9.1933416,5.337437644628901,59.830037491636595,108.0,48585.0
a1_aspartic_peptidase,M36_211,0.1988,3669.8,0.5492000000000001,0.8078000000000001,0.6012,87.5684,8.56336,4.151450764988634,46.53571085067408,4.0,48585.0
a1_aspartic_peptidase,M36_225,0.19319999999999998,3497.4,0.5258,0.8054,0.5816,87.4078,8.523912880000001,3.0527345355777102,34.2196450574791,9.0,48585.0
a1_aspartic_peptidase,M36_232,0.2024,3292.0,0.5262,0.8072000000000001,0.5822,87.8182,9.0831272,2.3941343705880365,26.837062779823306,4.0,48585.0
a1_aspartic_peptidase,M36_240,0.22160000000000002,3221.8,0.5254000000000001,0.8058,0.5811999999999999,87.811,8.251673499999999,0.8661036006575056,9.708593214409882,4.0,48585.0
a1_aspartic_peptidase,M36_253,0.18919999999999998,3216.4,0.527,0.8062000000000001,0.5828,87.6002,9.2263186,2.760084374815056,30.939181423775995,5.0,48585.0
a1_aspartic_peptidase,M36_267,0.1736,3700.4,0.5146,0.8032,0.5721999999999999,86.76599999999999,9.641854499999999,4.022480508015831,45.09001802506256,16.0,48585.0
a1_aspartic_peptidase,M36_284,0.1874,3442.4,0.4824,0.7992000000000001,0.5462,86.2754,8.17560686,3.993032580089758,44.7599213102764,5.0,48585.0
a1_aspartic_peptidase,M36_33,0.2218,3838.8,0.5754,0.8078000000000001,0.6222000000000001,88.065,8.29557456,1.3376673319360868,14.994589529605275,2.0,48585.0
a1_aspartic_peptidase,M36_354,0.1756,4677.4,0.5186,0.7984,0.5744,85.9222,9.5664654,2.697533400734148,30.238015925727474,14.0,48585.0
a1_aspartic_peptidase,M36_363,0.20259999999999997,3538.6,0.5806,0.806,0.6256,87.6894,8.9823658,4.039176425870584,45.277171010767674,8.0,48585.0
a1_aspartic_peptidase,M36_382,0.177,3916.2,0.5262,0.8044,0.5818,87.07480000000001,10.2006561,6.44747451299555,72.27300205128965,13.0,48585.0
a1_aspartic_peptidase,M36_408,0.20140000000000002,3735.4,0.5424,0.8078000000000001,0.5955999999999999,87.62100000000001,9.149597400000001,5.566403525624066,62.396631830782056,1.0,48585.0
a1_aspartic_peptidase,M36_409,0.21719999999999998,4605.4,0.54,0.8036,0.5928,87.075,8.7929012,3.805233058455548,42.65478150942213,5.0,48585.0
a1_aspartic_peptidase,M36_44,0.2068,3811.8,0.5636,0.807,0.6125999999999999,87.3784,8.693270199999999,0.6329446411668689,7.094996538133269,7.0,48585.0
a1_aspartic_peptidase,M36_455,0.1856,3812.8,0.493,0.8016,0.5546,86.59880000000001,8.0540296,0.7030729225481067,7.881099905258455,2.0,48585.0
a1_aspartic_peptidase,M36_456,0.1852,3732.8,0.495,0.8034000000000001,0.5566,86.8288,7.939309740000001,2.930144763573077,32.84547431423694,2.0,48585.0
a1_aspartic_peptidase,M36_468,0.1874,4624.6,0.5162,0.8014000000000001,0.5734,86.26259999999999,8.45517334,1.885260143699791,21.132834252884102,9.0,48585.0
a1_aspartic_peptidase,M36_70,0.1938,3477.0,0.5494,0.799,0.5993999999999999,86.3952,9.1276247,4.023030427572382,45.09618235144471,87.0,48585.0
a1_aspartic_peptidase,M36_8,0.13999999999999999,4233.8,0.5086,0.7932,0.5656,85.2316,9.4231516,3.663183855767245,41.062480167775426,90.0,48585.0
a1_aspartic_peptidase,M36_86,0.20220000000000002,3725.8,0.5638,0.8066000000000001,0.6123999999999999,87.2726,8.7880753,2.968164884721747,33.27166107747727,5.0,48585.0
a1_aspartic_peptidase,M36_98,0.1856,3828.0,0.49960000000000004,0.7988000000000001,0.5594,86.2186,11.5403105,6.206083191212666,69.56712466329634,6.0,48585.0
a1_aspartic_peptidase,M36_small_1,0.27,2730.0,0.6864,0.8122,0.7116,89.5486,9.3172402,4.299126274948135,48.191080315526676,3.0,48585.0
a1_aspartic_peptidase,M36_small_2,0.28040000000000004,2169.0,0.6839999999999999,0.8141999999999999,0.7102,89.5806,9.264973600000001,5.118687101494274,57.377952040065836,4.0,48585.0
a1_aspartic_peptidase,Original_8,0.1486,5719.2,0.4838,0.791,0.5456000000000001,83.9314,9.0394739,2.187319965732595,24.518775537861174,14.0,48585.0
a1_aspartic_peptidase,Original_9,0.2254,4364.6,0.48840000000000006,0.798,0.5504,86.2974,8.0983409,0.7050487491808332,7.903247945082763,12.0,48585.0
a1_aspartic_peptidase,Pepsin_1511,0.1752,3715.2,0.5192,0.7968,0.5748,85.9614,9.9147842,2.501117111007142,28.0362864141592,80.0,48585.0
